payment_id,merchant_id,customer_id,invoice_id,gateway_id,payment_method_id,amount,currency,payment_status,payment_reference,initiated_at,completed_at,processing_time_ms
PAY0001123,MER000067,CUS000067,INV0000695,GTW006,PM013,61354,INR,Captured,TXN100001122,2024-10-21 17:29:00,2024-10-21 17:41:00,6258
PAY0001124,MER000036,CUS000022,,GTW008,PM018,38874,INR,Captured,TXN100001123,2024-08-31 04:58:00,2024-08-31 05:11:00,2915
PAY0001125,MER000002,CUS000032,INV0000040,GTW010,PM019,86709,INR,Captured,TXN100001124,2025-09-22 08:23:00,2025-09-22 08:28:00,2779
PAY0001126,MER000060,CUS000010,INV0000868,GTW012,PM016,83690,INR,Captured,TXN100001125,2024-07-02 14:29:00,2024-07-02 14:30:00,7066
PAY0001127,MER000041,CUS000245,INV0000419,GTW003,PM015,23667,INR,Captured,TXN100001126,2024-02-29 18:05:00,2024-02-29 18:15:00,2263
PAY0001128,MER000019,CUS000224,INV0000283,GTW020,PM002,30596,INR,Captured,TXN100001127,2024-09-22 15:08:00,2024-09-22 15:11:00,1087
PAY0001129,MER000006,CUS000142,INV0000189,GTW008,PM002,93757,INR,Captured,TXN100001128,2025-12-01 16:55:00,2025-12-01 17:01:00,2272
PAY0001130,MER000046,CUS000139,,GTW002,PM020,30862,INR,Authorized,TXN100001129,2024-01-17 21:54:00,,3014
PAY0001131,MER000042,CUS000147,INV0000520,GTW012,PM014,9457,INR,Captured,TXN100001130,2025-03-30 03:32:00,2025-03-30 03:36:00,5408
PAY0001132,MER000043,CUS000250,INV0000290,GTW014,PM012,61793,INR,Captured,TXN100001131,2024-05-26 00:20:00,2024-05-26 00:26:00,7870
PAY0001133,MER000020,CUS000234,,GTW019,PM001,14024,INR,Captured,TXN100001132,2025-09-28 00:10:00,2025-09-28 00:15:00,5139
PAY0001134,MER000045,CUS000241,INV0000321,GTW007,PM013,76473,INR,Failed,TXN100001133,2025-06-07 22:49:00,2025-06-07 23:02:00,417
PAY0001135,MER000029,CUS000145,INV0000154,GTW017,PM019,82717,INR,Settled,TXN100001134,2025-01-25 20:05:00,2025-01-25 20:20:00,4641
PAY0001136,MER000068,CUS000134,INV0000552,GTW015,PM011,35382,INR,Captured,TXN100001135,2024-05-04 16:51:00,2024-05-04 16:59:00,1747
PAY0001137,MER000047,CUS000060,INV0000301,GTW015,PM011,98166,INR,Pending,TXN100001136,2024-09-06 10:15:00,,1095
PAY0001138,MER000010,CUS000235,INV0000456,GTW012,PM016,79427,INR,Captured,TXN100001137,2025-02-23 11:05:00,2025-02-23 11:14:00,2037
PAY0001139,MER000017,CUS000237,INV0000429,GTW018,PM008,53527,INR,Pending,TXN100001138,2024-08-23 18:52:00,,5672
PAY0001140,MER000016,CUS000021,INV0000142,GTW014,PM014,66294,INR,Captured,TXN100001139,2025-09-12 08:50:00,2025-09-12 08:56:00,1365
PAY0001141,MER000016,CUS000108,INV0000648,GTW009,PM018,93342,INR,Captured,TXN100001140,2024-07-21 05:56:00,2024-07-21 05:59:00,7769
PAY0001142,MER000022,CUS000019,INV0000104,GTW005,PM017,69477,INR,Captured,TXN100001141,2024-05-09 01:53:00,2024-05-09 02:05:00,7675
PAY0001143,MER000038,CUS000031,INV0000433,GTW011,PM011,77626,INR,Failed,TXN100001142,2024-12-28 04:25:00,2024-12-28 04:29:00,5136
PAY0001144,MER000058,CUS000234,INV0000740,GTW014,PM015,97184,INR,Authorized,TXN100001143,2024-02-16 02:47:00,,6988
PAY0001145,MER000066,CUS000022,INV0000776,GTW005,PM001,77898,INR,Failed,TXN100001144,2025-05-03 22:08:00,2025-05-03 22:20:00,5008
PAY0001146,MER000036,CUS000242,INV0000665,GTW004,PM008,39074,INR,Captured,TXN100001145,2025-04-09 12:20:00,2025-04-09 12:29:00,4191
PAY0001147,MER000055,CUS000074,INV0000578,GTW011,PM013,41856,INR,Captured,TXN100001146,2025-06-14 16:37:00,2025-06-14 16:52:00,6353
PAY0001148,MER000056,CUS000133,INV0000147,GTW009,PM019,80771,INR,Settled,TXN100001147,2024-02-12 23:56:00,2024-02-13 00:00:00,2725
PAY0001149,MER000029,CUS000227,INV0000292,GTW006,PM010,34103,INR,Captured,TXN100001148,2024-06-18 03:18:00,2024-06-18 03:26:00,5115
PAY0001150,MER000066,CUS000194,INV0000947,GTW006,PM001,78532,INR,Captured,TXN100001149,2024-08-25 21:17:00,2024-08-25 21:21:00,7543
PAY0001151,MER000004,CUS000095,INV0000913,GTW007,PM010,74963,INR,Captured,TXN100001150,2025-07-06 17:51:00,2025-07-06 17:59:00,3643
PAY0001152,MER000016,CUS000114,INV0000534,GTW014,PM016,34579,INR,Authorized,TXN100001151,2024-05-09 14:18:00,,861
PAY0001153,MER000011,CUS000191,,GTW008,PM003,42975,INR,Captured,TXN100001152,2024-10-12 23:42:00,2024-10-12 23:48:00,1433
PAY0001154,MER000010,CUS000181,INV0000283,GTW011,PM002,56903,INR,Captured,TXN100001153,2025-04-09 20:47:00,2025-04-09 21:00:00,972
PAY0001155,MER000005,CUS000243,,GTW001,PM008,18040,INR,Pending,TXN100001154,2025-06-17 10:12:00,,4953
PAY0001156,MER000063,CUS000209,INV0000966,GTW006,PM016,37140,INR,Captured,TXN100001155,2024-08-13 21:12:00,2024-08-13 21:15:00,1229
PAY0001157,MER000001,CUS000112,INV0000897,GTW003,PM016,73203,INR,Failed,TXN100001156,2024-03-31 16:54:00,2024-03-31 16:58:00,5157
PAY0001158,MER000031,CUS000164,INV0000183,GTW012,PM016,69628,INR,Captured,TXN100001157,2024-02-09 13:44:00,2024-02-09 13:51:00,5531
PAY0001159,MER000063,CUS000204,,GTW013,PM020,46909,INR,Captured,TXN100001158,2024-11-03 07:56:00,2024-11-03 08:04:00,4601
PAY0001160,MER000037,CUS000108,INV0000099,GTW015,PM011,32526,INR,Authorized,TXN100001159,2024-08-12 03:56:00,,5576
PAY0001161,MER000051,CUS000181,INV0000181,GTW005,PM016,64217,INR,Captured,TXN100001160,2025-04-20 10:42:00,2025-04-20 10:54:00,5073
PAY0001162,MER000053,CUS000016,INV0000241,GTW018,PM011,34389,INR,Captured,TXN100001161,2024-01-30 09:17:00,2024-01-30 09:32:00,5679
PAY0001163,MER000035,CUS000125,INV0000401,GTW008,PM011,83496,INR,Captured,TXN100001162,2025-03-28 13:25:00,2025-03-28 13:26:00,6855
PAY0001164,MER000069,CUS000053,INV0000459,GTW004,PM020,80152,INR,Authorized,TXN100001163,2025-02-23 07:36:00,,2850
PAY0001165,MER000012,CUS000200,INV0000553,GTW011,PM012,72568,INR,Pending,TXN100001164,2024-01-21 23:01:00,,669
PAY0001166,MER000069,CUS000102,INV0000532,GTW008,PM010,21255,INR,Captured,TXN100001165,2024-08-03 11:34:00,2024-08-03 11:37:00,7610
PAY0001167,MER000005,CUS000217,INV0000424,GTW001,PM017,13537,INR,Captured,TXN100001166,2024-08-08 17:46:00,2024-08-08 17:47:00,4258
PAY0001168,MER000032,CUS000009,INV0000497,GTW009,PM004,49626,INR,Captured,TXN100001167,2024-02-13 05:18:00,2024-02-13 05:22:00,5518
PAY0001169,MER000054,CUS000006,INV0000838,GTW001,PM018,79381,INR,Captured,TXN100001168,2024-10-03 02:04:00,2024-10-03 02:16:00,7678
PAY0001170,MER000040,CUS000201,INV0000754,GTW011,PM014,67255,INR,Pending,TXN100001169,2025-08-25 12:12:00,,6240
PAY0001171,MER000061,CUS000097,INV0000281,GTW010,PM014,12297,INR,Captured,TXN100001170,2025-04-14 06:06:00,2025-04-14 06:17:00,1970
PAY0001172,MER000069,CUS000130,,GTW008,PM013,2356,INR,Captured,TXN100001171,2025-07-28 08:30:00,2025-07-28 08:42:00,4221
PAY0001173,MER000004,CUS000102,INV0000975,GTW008,PM015,48573,INR,Captured,TXN100001172,2025-01-16 17:45:00,2025-01-16 17:49:00,4055
PAY0001174,MER000011,CUS000025,INV0000659,GTW018,PM006,27321,INR,Pending,TXN100001173,2024-11-14 10:09:00,,7234
PAY0001175,MER000061,CUS000134,,GTW019,PM008,7824,INR,Captured,TXN100001174,2025-08-30 07:05:00,2025-08-30 07:15:00,6436
PAY0001176,MER000005,CUS000083,INV0000422,GTW019,PM020,53385,INR,Pending,TXN100001175,2024-11-14 23:21:00,,7288
PAY0001177,MER000041,CUS000246,INV0000707,GTW008,PM011,60572,INR,Captured,TXN100001176,2024-08-02 17:50:00,2024-08-02 17:58:00,5957
PAY0001178,MER000017,CUS000194,INV0000569,GTW001,PM006,68249,INR,Failed,TXN100001177,2024-03-24 03:27:00,2024-03-24 03:34:00,6278
PAY0001179,MER000064,CUS000044,INV0000203,GTW017,PM016,18432,INR,Authorized,TXN100001178,2025-03-24 03:02:00,,6285
PAY0001180,MER000038,CUS000185,,GTW009,PM017,42355,INR,Captured,TXN100001179,2025-03-04 12:00:00,2025-03-04 12:07:00,5188
PAY0001181,MER000027,CUS000206,,GTW020,PM012,68176,INR,Captured,TXN100001180,2025-07-31 20:10:00,2025-07-31 20:19:00,5102
PAY0001182,MER000018,CUS000043,INV0000474,GTW017,PM016,1387,INR,Failed,TXN100001181,2024-08-03 10:59:00,2024-08-03 11:13:00,2752
PAY0001183,MER000026,CUS000178,INV0000154,GTW004,PM018,60208,INR,Captured,TXN100001182,2025-04-26 02:00:00,2025-04-26 02:04:00,2861
PAY0001184,MER000029,CUS000089,INV0000640,GTW001,PM007,36089,INR,Captured,TXN100001183,2025-04-24 19:10:00,2025-04-24 19:21:00,2478
PAY0001185,MER000052,CUS000240,INV0000889,GTW009,PM018,71012,INR,Captured,TXN100001184,2025-03-12 18:46:00,2025-03-12 18:56:00,5405
PAY0001186,MER000023,CUS000068,INV0000080,GTW019,PM004,16707,INR,Failed,TXN100001185,2025-08-29 04:06:00,2025-08-29 04:11:00,6678
PAY0001187,MER000036,CUS000248,INV0000661,GTW020,PM016,27534,INR,Pending,TXN100001186,2025-01-27 10:36:00,,1527
PAY0001188,MER000019,CUS000037,INV0000238,GTW006,PM016,132,INR,Pending,TXN100001187,2024-08-09 02:59:00,,2798
PAY0001189,MER000055,CUS000171,INV0000994,GTW016,PM011,39756,INR,Pending,TXN100001188,2024-02-23 04:32:00,,4249
PAY0001190,MER000061,CUS000091,INV0000247,GTW010,PM017,41646,INR,Pending,TXN100001189,2025-07-27 12:24:00,,4497
PAY0001191,MER000019,CUS000216,INV0000620,GTW014,PM018,57987,INR,Pending,TXN100001190,2024-08-07 05:40:00,,4164
PAY0001192,MER000023,CUS000007,INV0000257,GTW012,PM015,87923,INR,Captured,TXN100001191,2024-05-03 17:57:00,2024-05-03 18:03:00,2984
PAY0001193,MER000049,CUS000096,INV0000219,GTW006,PM001,25768,INR,Settled,TXN100001192,2025-09-23 17:56:00,2025-09-23 18:00:00,3771
PAY0001194,MER000048,CUS000235,INV0000200,GTW009,PM017,1803,INR,Captured,TXN100001193,2024-01-06 18:19:00,2024-01-06 18:34:00,5120
PAY0001195,MER000033,CUS000071,INV0000663,GTW002,PM019,4088,INR,Captured,TXN100001194,2024-10-08 20:30:00,2024-10-08 20:42:00,7221
PAY0001196,MER000070,CUS000207,INV0000483,GTW004,PM002,48535,INR,Captured,TXN100001195,2025-09-14 20:29:00,2025-09-14 20:37:00,386
PAY0001197,MER000017,CUS000022,INV0000731,GTW014,PM004,7446,INR,Captured,TXN100001196,2024-06-05 22:47:00,2024-06-05 23:01:00,3782
PAY0001198,MER000025,CUS000168,INV0000064,GTW020,PM001,43703,INR,Captured,TXN100001197,2024-11-17 03:54:00,2024-11-17 04:08:00,7008
PAY0001199,MER000047,CUS000133,INV0000922,GTW001,PM013,54675,INR,Authorized,TXN100001198,2024-11-20 22:10:00,,7012
PAY0001200,MER000019,CUS000187,INV0000063,GTW009,PM003,22721,INR,Pending,TXN100001199,2024-03-07 06:52:00,,3782
PAY0001201,MER000001,CUS000080,INV0000624,GTW009,PM018,46064,INR,Captured,TXN100001200,2024-07-22 22:32:00,2024-07-22 22:43:00,1114
PAY0001202,MER000012,CUS000047,INV0000582,GTW003,PM006,41715,INR,Captured,TXN100001201,2024-03-29 18:59:00,2024-03-29 19:01:00,4992
PAY0001203,MER000011,CUS000225,INV0000021,GTW008,PM010,89345,INR,Captured,TXN100001202,2024-06-22 00:13:00,2024-06-22 00:21:00,5411
PAY0001204,MER000007,CUS000098,,GTW010,PM006,36664,INR,Failed,TXN100001203,2024-07-14 23:48:00,2024-07-14 23:53:00,1300
PAY0001205,MER000023,CUS000076,INV0000424,GTW009,PM015,34774,INR,Authorized,TXN100001204,2024-08-19 06:17:00,,907
PAY0001206,MER000022,CUS000010,INV0000593,GTW019,PM013,20508,INR,Captured,TXN100001205,2025-01-07 11:49:00,2025-01-07 11:57:00,4556
PAY0001207,MER000037,CUS000054,INV0000720,GTW011,PM017,72400,INR,Pending,TXN100001206,2025-03-20 11:41:00,,6948
PAY0001208,MER000060,CUS000067,INV0000276,GTW002,PM004,67868,INR,Captured,TXN100001207,2024-04-02 16:49:00,2024-04-02 16:53:00,5543
PAY0001209,MER000049,CUS000169,INV0000487,GTW019,PM002,42353,INR,Captured,TXN100001208,2024-05-23 14:37:00,2024-05-23 14:47:00,5894
PAY0001210,MER000013,CUS000048,INV0000368,GTW012,PM010,21431,INR,Captured,TXN100001209,2024-01-09 05:26:00,2024-01-09 05:32:00,3974
PAY0001211,MER000056,CUS000188,INV0000771,GTW013,PM016,32027,INR,Captured,TXN100001210,2024-01-23 14:51:00,2024-01-23 15:01:00,2219
PAY0001212,MER000030,CUS000196,INV0000616,GTW017,PM004,55279,INR,Captured,TXN100001211,2024-12-11 15:43:00,2024-12-11 15:44:00,3638
PAY0001213,MER000022,CUS000237,INV0000977,GTW010,PM020,91539,INR,Captured,TXN100001212,2025-08-14 12:37:00,2025-08-14 12:46:00,7873
PAY0001214,MER000007,CUS000249,INV0000975,GTW003,PM010,18641,INR,Failed,TXN100001213,2025-08-04 04:08:00,2025-08-04 04:21:00,6715
PAY0001215,MER000023,CUS000078,INV0000406,GTW010,PM003,24295,INR,Failed,TXN100001214,2024-06-18 14:00:00,2024-06-18 14:04:00,2084
PAY0001216,MER000048,CUS000002,,GTW016,PM006,45282,INR,Captured,TXN100001215,2025-03-23 02:46:00,2025-03-23 02:57:00,968
PAY0001217,MER000049,CUS000213,INV0000704,GTW015,PM008,12659,INR,Authorized,TXN100001216,2025-02-07 22:13:00,,3325
PAY0001218,MER000055,CUS000153,INV0000782,GTW013,PM018,9492,INR,Captured,TXN100001217,2024-05-16 12:49:00,2024-05-16 12:54:00,2991
PAY0001219,MER000023,CUS000197,INV0000759,GTW008,PM012,47584,INR,Authorized,TXN100001218,2025-08-23 00:14:00,,2934
PAY0001220,MER000030,CUS000036,INV0000002,GTW016,PM007,5899,INR,Captured,TXN100001219,2025-09-17 19:48:00,2025-09-17 19:50:00,1880
PAY0001221,MER000037,CUS000080,INV0000096,GTW013,PM016,4664,INR,Captured,TXN100001220,2024-12-13 12:41:00,2024-12-13 12:44:00,2288
PAY0001222,MER000014,CUS000120,,GTW003,PM012,90023,INR,Captured,TXN100001221,2025-03-07 05:10:00,2025-03-07 05:19:00,6152
PAY0001223,MER000065,CUS000099,INV0000884,GTW015,PM001,63819,INR,Captured,TXN100001222,2025-02-18 00:10:00,2025-02-18 00:20:00,5506
PAY0001224,MER000034,CUS000190,,GTW004,PM020,59117,INR,Captured,TXN100001223,2025-02-15 13:49:00,2025-02-15 13:56:00,4262
PAY0001225,MER000055,CUS000137,INV0000485,GTW013,PM003,19811,INR,Captured,TXN100001224,2024-12-09 17:23:00,2024-12-09 17:26:00,206
PAY0001226,MER000059,CUS000112,INV0000957,GTW002,PM015,37024,INR,Captured,TXN100001225,2025-08-27 08:12:00,2025-08-27 08:22:00,476
PAY0001227,MER000048,CUS000065,INV0000502,GTW014,PM011,88573,INR,Authorized,TXN100001226,2025-04-16 11:03:00,,2576
PAY0001228,MER000003,CUS000115,INV0000025,GTW011,PM010,83459,INR,Captured,TXN100001227,2025-07-09 08:11:00,2025-07-09 08:18:00,441
PAY0001229,MER000011,CUS000137,INV0000366,GTW004,PM005,95361,INR,Captured,TXN100001228,2024-02-07 17:47:00,2024-02-07 17:50:00,1334
PAY0001230,MER000068,CUS000146,INV0000442,GTW015,PM002,10131,INR,Failed,TXN100001229,2024-10-08 11:29:00,2024-10-08 11:33:00,2825
PAY0001231,MER000013,CUS000098,INV0000151,GTW017,PM003,44372,INR,Pending,TXN100001230,2025-09-15 23:40:00,,7747
PAY0001232,MER000033,CUS000185,INV0000310,GTW003,PM014,15360,INR,Captured,TXN100001231,2025-03-08 12:01:00,2025-03-08 12:13:00,6651
PAY0001233,MER000032,CUS000178,INV0000268,GTW002,PM012,75248,INR,Captured,TXN100001232,2024-11-06 19:32:00,2024-11-06 19:45:00,4024
PAY0001234,MER000036,CUS000129,INV0000958,GTW002,PM020,52354,INR,Failed,TXN100001233,2025-03-23 08:47:00,2025-03-23 08:50:00,7602
PAY0001235,MER000054,CUS000169,INV0000292,GTW005,PM009,35103,INR,Captured,TXN100001234,2024-10-06 00:26:00,2024-10-06 00:39:00,3938
PAY0001236,MER000042,CUS000057,INV0001000,GTW003,PM020,37826,INR,Captured,TXN100001235,2025-10-12 10:06:00,2025-10-12 10:07:00,6115
PAY0001237,MER000070,CUS000100,INV0000847,GTW016,PM018,1747,INR,Captured,TXN100001236,2025-04-16 18:26:00,2025-04-16 18:32:00,2959
PAY0001238,MER000064,CUS000054,INV0000355,GTW018,PM006,88309,INR,Authorized,TXN100001237,2025-03-31 04:29:00,,3345
PAY0001239,MER000045,CUS000022,INV0000034,GTW007,PM017,48490,INR,Captured,TXN100001238,2025-11-07 18:05:00,2025-11-07 18:14:00,2640
PAY0001240,MER000022,CUS000160,INV0000323,GTW012,PM019,56661,INR,Captured,TXN100001239,2025-04-07 21:29:00,2025-04-07 21:39:00,3552
PAY0001241,MER000049,CUS000236,,GTW018,PM005,49701,INR,Failed,TXN100001240,2024-01-24 09:35:00,2024-01-24 09:39:00,5123
PAY0001242,MER000038,CUS000046,,GTW006,PM013,72198,INR,Captured,TXN100001241,2024-05-06 03:25:00,2024-05-06 03:27:00,3496
PAY0001243,MER000014,CUS000171,INV0000223,GTW011,PM017,70305,INR,Captured,TXN100001242,2025-03-04 19:17:00,2025-03-04 19:23:00,4512
PAY0001244,MER000058,CUS000041,INV0000880,GTW006,PM013,37902,INR,Captured,TXN100001243,2025-02-17 15:48:00,2025-02-17 16:02:00,177
PAY0001245,MER000050,CUS000149,INV0000343,GTW014,PM014,53878,INR,Failed,TXN100001244,2025-04-20 20:11:00,2025-04-20 20:13:00,1697
PAY0001246,MER000053,CUS000243,INV0000634,GTW001,PM011,80029,INR,Captured,TXN100001245,2024-08-17 04:39:00,2024-08-17 04:41:00,2197
PAY0001247,MER000050,CUS000142,INV0000641,GTW017,PM007,21252,INR,Settled,TXN100001246,2025-04-28 21:05:00,2025-04-28 21:06:00,3900
PAY0001248,MER000026,CUS000083,INV0000896,GTW005,PM010,8595,INR,Authorized,TXN100001247,2024-09-02 05:30:00,,7477
PAY0001249,MER000031,CUS000204,INV0000592,GTW006,PM015,65664,INR,Failed,TXN100001248,2025-04-17 14:15:00,2025-04-17 14:23:00,5404
PAY0001250,MER000001,CUS000192,INV0000619,GTW002,PM014,68226,INR,Captured,TXN100001249,2024-12-05 05:15:00,2024-12-05 05:17:00,4001
PAY0001251,MER000069,CUS000031,,GTW020,PM018,93785,INR,Authorized,TXN100001250,2024-03-13 13:16:00,,344
PAY0001252,MER000006,CUS000094,INV0000848,GTW013,PM017,82579,INR,Captured,TXN100001251,2024-03-02 09:51:00,2024-03-02 10:05:00,5471
PAY0001253,MER000015,CUS000185,INV0000807,GTW006,PM012,54218,INR,Pending,TXN100001252,2024-05-07 03:09:00,,5528
PAY0001254,MER000010,CUS000118,INV0000935,GTW016,PM008,99318,INR,Captured,TXN100001253,2024-09-05 15:13:00,2024-09-05 15:19:00,2279
PAY0001255,MER000036,CUS000153,INV0000706,GTW002,PM005,19501,INR,Captured,TXN100001254,2025-03-31 10:50:00,2025-03-31 10:55:00,4424
PAY0001256,MER000021,CUS000146,INV0000227,GTW010,PM016,93564,INR,Failed,TXN100001255,2025-01-14 18:23:00,2025-01-14 18:28:00,3753
PAY0001257,MER000033,CUS000164,INV0000159,GTW008,PM001,27842,INR,Captured,TXN100001256,2024-05-11 04:38:00,2024-05-11 04:45:00,4927
PAY0001258,MER000067,CUS000104,INV0000599,GTW016,PM020,22435,INR,Failed,TXN100001257,2024-01-13 08:23:00,2024-01-13 08:35:00,2969
PAY0001259,MER000063,CUS000166,INV0000602,GTW006,PM017,63283,INR,Captured,TXN100001258,2025-05-28 10:33:00,2025-05-28 10:47:00,1586
PAY0001260,MER000027,CUS000058,INV0000389,GTW005,PM009,79875,INR,Captured,TXN100001259,2024-01-15 21:04:00,2024-01-15 21:09:00,6523
PAY0001261,MER000002,CUS000216,INV0000123,GTW017,PM008,97273,INR,Captured,TXN100001260,2025-10-27 06:22:00,2025-10-27 06:32:00,1809
PAY0001262,MER000009,CUS000070,INV0000034,GTW018,PM018,97258,INR,Settled,TXN100001261,2025-02-12 20:06:00,2025-02-12 20:15:00,4555
PAY0001263,MER000033,CUS000205,,GTW006,PM008,30028,INR,Captured,TXN100001262,2024-02-27 14:36:00,2024-02-27 14:40:00,5799
PAY0001264,MER000025,CUS000188,INV0000182,GTW003,PM005,68592,INR,Captured,TXN100001263,2024-02-11 19:17:00,2024-02-11 19:19:00,2630
PAY0001265,MER000013,CUS000138,INV0000234,GTW002,PM011,83187,INR,Captured,TXN100001264,2024-09-06 18:48:00,2024-09-06 18:56:00,748
PAY0001266,MER000028,CUS000154,INV0000120,GTW016,PM010,74723,INR,Captured,TXN100001265,2025-03-28 02:30:00,2025-03-28 02:39:00,228
PAY0001267,MER000025,CUS000151,INV0000882,GTW020,PM015,164,INR,Captured,TXN100001266,2024-04-24 23:56:00,2024-04-25 00:07:00,2212
PAY0001268,MER000062,CUS000132,INV0000616,GTW010,PM010,34729,INR,Captured,TXN100001267,2024-10-04 15:40:00,2024-10-04 15:49:00,7254
PAY0001269,MER000057,CUS000029,INV0000350,GTW006,PM016,954,INR,Captured,TXN100001268,2024-10-08 21:35:00,2024-10-08 21:46:00,2764
PAY0001270,MER000056,CUS000173,,GTW010,PM004,58190,INR,Captured,TXN100001269,2025-06-05 15:31:00,2025-06-05 15:33:00,2955
PAY0001271,MER000028,CUS000079,INV0000552,GTW017,PM010,42045,INR,Captured,TXN100001270,2024-07-06 06:49:00,2024-07-06 06:53:00,6428
PAY0001272,MER000042,CUS000041,INV0000106,GTW007,PM013,22615,INR,Captured,TXN100001271,2024-11-03 19:13:00,2024-11-03 19:16:00,7132
PAY0001273,MER000054,CUS000200,INV0000679,GTW009,PM008,34552,INR,Settled,TXN100001272,2024-06-09 10:33:00,2024-06-09 10:44:00,4016
PAY0001274,MER000046,CUS000213,,GTW011,PM015,40472,INR,Captured,TXN100001273,2024-11-06 11:09:00,2024-11-06 11:21:00,3634
PAY0001275,MER000008,CUS000248,INV0000781,GTW014,PM012,84745,INR,Authorized,TXN100001274,2025-03-03 00:48:00,,6747
PAY0001276,MER000033,CUS000076,INV0000468,GTW012,PM001,42284,INR,Failed,TXN100001275,2024-10-07 00:52:00,2024-10-07 00:56:00,3652
PAY0001277,MER000065,CUS000113,INV0000334,GTW009,PM004,9855,INR,Captured,TXN100001276,2025-07-25 17:47:00,2025-07-25 17:51:00,2141
PAY0001278,MER000050,CUS000177,INV0000741,GTW016,PM008,36818,INR,Captured,TXN100001277,2025-05-06 23:37:00,2025-05-06 23:38:00,5120
PAY0001279,MER000048,CUS000113,INV0000061,GTW010,PM004,61945,INR,Captured,TXN100001278,2024-04-13 01:40:00,2024-04-13 01:49:00,1250
PAY0001280,MER000020,CUS000224,,GTW005,PM019,39271,INR,Failed,TXN100001279,2024-03-16 10:49:00,2024-03-16 11:03:00,4852
PAY0001281,MER000034,CUS000143,INV0000091,GTW017,PM010,90483,INR,Captured,TXN100001280,2025-03-24 07:20:00,2025-03-24 07:33:00,329
PAY0001282,MER000047,CUS000232,INV0000789,GTW015,PM007,24235,INR,Failed,TXN100001281,2024-03-10 22:45:00,2024-03-10 22:59:00,2781
PAY0001283,MER000034,CUS000066,INV0000472,GTW020,PM001,18485,INR,Failed,TXN100001282,2025-01-05 10:12:00,2025-01-05 10:24:00,1126
PAY0001284,MER000008,CUS000234,INV0000438,GTW017,PM012,2223,INR,Captured,TXN100001283,2025-02-09 15:51:00,2025-02-09 16:00:00,4784
PAY0001285,MER000043,CUS000163,INV0000033,GTW003,PM003,74195,INR,Captured,TXN100001284,2025-05-31 10:50:00,2025-05-31 10:55:00,904
PAY0001286,MER000012,CUS000147,,GTW015,PM020,85319,INR,Pending,TXN100001285,2024-04-25 17:10:00,,1713
PAY0001287,MER000020,CUS000167,INV0000786,GTW011,PM003,23912,INR,Captured,TXN100001286,2025-12-01 13:52:00,2025-12-01 14:00:00,5457
PAY0001288,MER000056,CUS000228,INV0000465,GTW001,PM013,75432,INR,Pending,TXN100001287,2025-06-24 22:47:00,,2556
PAY0001289,MER000020,CUS000067,INV0000849,GTW008,PM019,88513,INR,Captured,TXN100001288,2025-02-03 00:00:00,2025-02-03 00:07:00,6439
PAY0001290,MER000046,CUS000229,INV0000469,GTW019,PM005,24852,INR,Pending,TXN100001289,2025-10-31 21:12:00,,6482
PAY0001291,MER000006,CUS000200,INV0000316,GTW005,PM018,45781,INR,Captured,TXN100001290,2024-07-04 03:01:00,2024-07-04 03:15:00,7970
PAY0001292,MER000021,CUS000109,INV0000892,GTW009,PM008,28573,INR,Captured,TXN100001291,2024-11-18 07:42:00,2024-11-18 07:47:00,6477
PAY0001293,MER000004,CUS000114,INV0000141,GTW007,PM013,6550,INR,Authorized,TXN100001292,2025-03-26 03:53:00,,3810
PAY0001294,MER000012,CUS000249,INV0000204,GTW006,PM017,75899,INR,Pending,TXN100001293,2024-07-29 12:37:00,,6085
PAY0001295,MER000041,CUS000107,INV0000167,GTW007,PM007,12000,INR,Failed,TXN100001294,2024-08-02 03:31:00,2024-08-02 03:37:00,6701
PAY0001296,MER000003,CUS000002,INV0000490,GTW013,PM014,52569,INR,Authorized,TXN100001295,2024-09-18 16:07:00,,7174
PAY0001297,MER000039,CUS000059,INV0000370,GTW003,PM013,61882,INR,Authorized,TXN100001296,2024-11-13 02:27:00,,279
PAY0001298,MER000006,CUS000037,,GTW008,PM006,74100,INR,Authorized,TXN100001297,2024-10-08 23:41:00,,225
PAY0001299,MER000008,CUS000153,INV0000160,GTW007,PM010,48819,INR,Pending,TXN100001298,2024-05-23 22:30:00,,5209
PAY0001300,MER000020,CUS000190,INV0000162,GTW006,PM012,14438,INR,Authorized,TXN100001299,2025-03-05 05:11:00,,6593
PAY0001301,MER000034,CUS000160,INV0000510,GTW011,PM001,3485,INR,Captured,TXN100001300,2024-07-27 09:25:00,2024-07-27 09:40:00,2866
PAY0001302,MER000006,CUS000139,INV0000482,GTW013,PM020,94802,INR,Captured,TXN100001301,2024-02-05 23:55:00,2024-02-06 00:02:00,4452
PAY0001303,MER000009,CUS000029,INV0000103,GTW016,PM015,54504,INR,Captured,TXN100001302,2024-01-16 11:57:00,2024-01-16 12:04:00,7163
PAY0001304,MER000001,CUS000080,,GTW016,PM016,33767,INR,Captured,TXN100001303,2025-03-26 04:54:00,2025-03-26 05:05:00,1200
PAY0001305,MER000064,CUS000192,INV0000553,GTW019,PM007,16593,INR,Failed,TXN100001304,2025-01-09 19:42:00,2025-01-09 19:50:00,1946
PAY0001306,MER000052,CUS000073,INV0000825,GTW020,PM004,32839,INR,Captured,TXN100001305,2024-05-26 07:42:00,2024-05-26 07:44:00,2003
