attempt_id,payment_id,gateway_id,attempt_number,attempt_status,failure_reason,started_at,completed_at
ATT0000799,PAY0001303,GTW001,1,Success,,2025-04-08 17:18:24,2025-04-08 17:18:44
ATT0000800,PAY0001184,GTW015,1,Success,,2024-11-20 09:36:50,2024-11-20 09:37:00
ATT0000801,PAY0000891,GTW012,1,Success,,2025-09-18 16:25:54,2025-09-18 16:25:59
ATT0000802,PAY0000603,GTW002,2,Failed,Bank Timeout,2024-02-24 00:45:35,2024-02-24 00:45:47
ATT0000803,PAY0000578,GTW001,1,Success,,2025-08-27 12:40:20,2025-08-27 12:40:33
ATT0000804,PAY0000832,GTW013,2,Success,,2025-11-09 05:30:08,2025-11-09 05:30:15
ATT0000805,PAY0001138,GTW013,2,Failed,Network Error,2024-06-06 09:55:42,2024-06-06 09:55:47
ATT0000806,PAY0000024,GTW003,3,Success,,2025-05-13 21:27:08,2025-05-13 21:27:11
ATT0000807,PAY0000282,GTW014,2,Failed,Fraud Check Failed,2025-09-10 13:39:11,2025-09-10 13:39:26
ATT0000808,PAY0000869,GTW018,2,Success,,2024-08-19 05:27:38,2024-08-19 05:27:39
ATT0000809,PAY0001184,GTW016,3,Success,,2025-05-28 08:26:59,2025-05-28 08:27:17
ATT0000810,PAY0001181,GTW012,1,Failed,Customer Cancelled,2025-08-04 15:45:23,2025-08-04 15:45:27
ATT0000811,PAY0000987,GTW003,1,Success,,2025-06-23 08:29:33,2025-06-23 08:29:36
ATT0000812,PAY0001072,GTW020,1,Success,,2025-10-07 23:42:42,2025-10-07 23:42:45
ATT0000813,PAY0001401,GTW018,3,Success,,2024-02-24 10:34:49,2024-02-24 10:34:50
ATT0000814,PAY0000961,GTW015,3,Failed,Invalid OTP,2025-08-10 23:21:26,2025-08-10 23:21:38
ATT0000815,PAY0000593,GTW006,1,Success,,2025-09-03 23:19:46,2025-09-03 23:20:05
ATT0000816,PAY0000534,GTW002,3,Success,,2024-06-22 18:03:42,2024-06-22 18:03:52
ATT0000817,PAY0001279,GTW001,2,Success,,2024-05-09 16:04:54,2024-05-09 16:05:03
ATT0000818,PAY0000517,GTW005,3,Success,,2024-09-20 00:47:07,2024-09-20 00:47:27
ATT0000819,PAY0000358,GTW019,3,Success,,2025-04-02 11:51:11,2025-04-02 11:51:20
ATT0000820,PAY0001436,GTW008,2,Success,,2025-06-24 01:21:05,2025-06-24 01:21:10
ATT0000821,PAY0001220,GTW005,2,Success,,2025-02-26 12:15:42,2025-02-26 12:15:57
ATT0000822,PAY0001487,GTW006,1,Success,,2024-12-19 01:41:16,2024-12-19 01:41:20
ATT0000823,PAY0000108,GTW006,2,Success,,2024-11-04 15:47:48,2024-11-04 15:48:06
ATT0000824,PAY0000479,GTW013,3,Success,,2025-04-30 08:09:33,2025-04-30 08:09:47
ATT0000825,PAY0000025,GTW010,2,Success,,2024-11-19 16:43:02,2024-11-19 16:43:06
ATT0000826,PAY0001089,GTW012,2,Success,,2025-10-29 08:21:17,2025-10-29 08:21:26
ATT0000827,PAY0000202,GTW009,3,Success,,2025-04-17 21:47:15,2025-04-17 21:47:34
ATT0000828,PAY0000400,GTW017,2,Success,,2024-07-03 10:35:00,2024-07-03 10:35:01
ATT0000829,PAY0000140,GTW001,2,Success,,2024-04-16 21:28:22,2024-04-16 21:28:30
ATT0000830,PAY0001486,GTW010,2,Success,,2024-01-25 19:05:03,2024-01-25 19:05:23
ATT0000831,PAY0001345,GTW007,3,Success,,2024-05-02 02:54:38,2024-05-02 02:54:43
ATT0000832,PAY0000770,GTW019,1,Failed,Daily Limit Exceeded,2024-07-07 08:18:29,2024-07-07 08:18:32
ATT0000833,PAY0000567,GTW014,3,Failed,Invalid OTP,2024-11-27 08:10:49,2024-11-27 08:10:52
ATT0000834,PAY0000128,GTW013,2,Success,,2024-03-02 08:52:16,2024-03-02 08:52:22
ATT0000835,PAY0000903,GTW003,2,Failed,Bank Timeout,2024-07-24 19:25:11,2024-07-24 19:25:27
ATT0000836,PAY0000295,GTW018,2,Success,,2025-10-20 03:58:28,2025-10-20 03:58:37
ATT0000837,PAY0000212,GTW002,1,Success,,2024-09-13 14:01:57,2024-09-13 14:02:13
ATT0000838,PAY0000305,GTW001,1,Success,,2024-09-29 04:44:21,2024-09-29 04:44:34
ATT0000839,PAY0001177,GTW001,3,Success,,2025-05-17 15:27:25,2025-05-17 15:27:28
ATT0000840,PAY0001107,GTW008,1,Success,,2025-05-08 03:36:34,2025-05-08 03:36:46
ATT0000841,PAY0000683,GTW010,2,Success,,2025-10-24 02:23:34,2025-10-24 02:23:45
ATT0000842,PAY0000165,GTW015,2,Success,,2024-06-29 17:02:24,2024-06-29 17:02:31
ATT0000843,PAY0000613,GTW013,1,Success,,2025-01-02 15:05:56,2025-01-02 15:06:11
ATT0000844,PAY0000389,GTW005,1,Success,,2025-08-30 07:31:24,2025-08-30 07:31:27
ATT0000845,PAY0001108,GTW010,2,Success,,2025-04-05 00:02:21,2025-04-05 00:02:23
ATT0000846,PAY0000692,GTW002,2,Success,,2025-10-31 21:33:29,2025-10-31 21:33:47
ATT0000847,PAY0000306,GTW019,1,Failed,Daily Limit Exceeded,2024-02-07 23:09:31,2024-02-07 23:09:32
ATT0000848,PAY0001267,GTW002,1,Success,,2024-05-13 00:11:40,2024-05-13 00:11:42
ATT0000849,PAY0000630,GTW004,2,Success,,2025-08-28 02:52:52,2025-08-28 02:52:56
ATT0000850,PAY0000234,GTW016,3,Success,,2024-08-13 02:51:12,2024-08-13 02:51:26
ATT0000851,PAY0000691,GTW013,2,Success,,2025-12-01 18:34:08,2025-12-01 18:34:19
ATT0000852,PAY0000437,GTW002,3,Success,,2024-03-05 03:17:09,2024-03-05 03:17:23
ATT0000853,PAY0000345,GTW012,3,Success,,2024-09-06 18:02:08,2024-09-06 18:02:12
ATT0000854,PAY0001295,GTW020,2,Success,,2024-01-17 15:05:00,2024-01-17 15:05:01
ATT0000855,PAY0000368,GTW003,3,Success,,2024-10-17 13:44:51,2024-10-17 13:45:07
ATT0000856,PAY0001418,GTW005,1,Success,,2024-10-04 16:28:26,2024-10-04 16:28:34
ATT0000857,PAY0000358,GTW020,3,Success,,2024-07-03 22:31:39,2024-07-03 22:31:42
ATT0000858,PAY0001285,GTW010,2,Success,,2025-07-25 07:12:07,2025-07-25 07:12:24
ATT0000859,PAY0000196,GTW020,2,Failed,Invalid OTP,2025-07-06 16:14:29,2025-07-06 16:14:36
ATT0000860,PAY0000109,GTW007,1,Success,,2025-04-30 15:11:10,2025-04-30 15:11:12
ATT0000861,PAY0000111,GTW012,2,Success,,2024-09-14 10:39:51,2024-09-14 10:40:06
ATT0000862,PAY0000089,GTW004,3,Success,,2025-07-04 05:10:50,2025-07-04 05:10:51
ATT0000863,PAY0000994,GTW017,1,Success,,2024-08-28 23:28:37,2024-08-28 23:28:56
ATT0000864,PAY0000668,GTW014,1,Success,,2024-11-29 07:49:07,2024-11-29 07:49:18
ATT0000865,PAY0000467,GTW004,1,Success,,2024-07-23 12:57:14,2024-07-23 12:57:17
ATT0000866,PAY0000965,GTW019,2,Success,,2025-03-22 04:13:59,2025-03-22 04:14:19
ATT0000867,PAY0000932,GTW006,2,Success,,2025-04-13 23:12:40,2025-04-13 23:12:52
ATT0000868,PAY0000553,GTW007,2,Success,,2025-08-05 01:17:08,2025-08-05 01:17:12
ATT0000869,PAY0000954,GTW015,2,Success,,2024-12-17 07:56:18,2024-12-17 07:56:38
ATT0000870,PAY0000322,GTW020,1,Success,,2025-07-20 07:05:26,2025-07-20 07:05:43
ATT0000871,PAY0001002,GTW007,3,Success,,2025-04-18 08:00:46,2025-04-18 08:01:00
ATT0000872,PAY0000506,GTW008,2,Success,,2024-08-15 18:09:58,2024-08-15 18:10:17
ATT0000873,PAY0000011,GTW014,1,Success,,2025-04-26 23:49:32,2025-04-26 23:49:34
ATT0000874,PAY0000872,GTW017,2,Success,,2024-04-10 14:31:15,2024-04-10 14:31:18
ATT0000875,PAY0001144,GTW001,3,Success,,2024-08-11 04:22:18,2024-08-11 04:22:26
ATT0000876,PAY0001327,GTW003,1,Success,,2024-11-08 05:45:29,2024-11-08 05:45:48
ATT0000877,PAY0001196,GTW001,2,Success,,2024-05-21 22:25:11,2024-05-21 22:25:23
ATT0000878,PAY0001284,GTW015,3,Success,,2025-10-04 02:24:57,2025-10-04 02:25:08
ATT0000879,PAY0001088,GTW002,2,Success,,2024-10-03 22:39:34,2024-10-03 22:39:53
ATT0000880,PAY0000425,GTW003,3,Failed,Insufficient Funds,2024-02-26 16:58:43,2024-02-26 16:58:55
ATT0000881,PAY0000228,GTW013,2,Success,,2024-02-11 11:23:11,2024-02-11 11:23:29
ATT0000882,PAY0001444,GTW003,3,Success,,2024-07-28 04:21:15,2024-07-28 04:21:33
ATT0000883,PAY0000233,GTW016,3,Failed,Card Expired,2025-08-17 22:13:48,2025-08-17 22:13:56
ATT0000884,PAY0000723,GTW009,3,Success,,2024-10-10 01:04:23,2024-10-10 01:04:35
ATT0000885,PAY0000927,GTW016,3,Success,,2024-05-05 15:45:34,2024-05-05 15:45:52
ATT0000886,PAY0000599,GTW015,3,Success,,2025-11-20 22:51:56,2025-11-20 22:51:59
ATT0000887,PAY0000386,GTW015,1,Success,,2024-07-02 09:04:06,2024-07-02 09:04:12
ATT0000888,PAY0000566,GTW004,3,Success,,2024-06-03 06:33:40,2024-06-03 06:33:41
ATT0000889,PAY0000601,GTW014,3,Success,,2024-05-15 15:22:26,2024-05-15 15:22:41
ATT0000890,PAY0001321,GTW001,2,Success,,2024-01-23 07:53:33,2024-01-23 07:53:44
ATT0000891,PAY0000844,GTW019,2,Success,,2024-11-30 15:37:42,2024-11-30 15:37:59
ATT0000892,PAY0001124,GTW015,2,Success,,2024-05-15 09:10:50,2024-05-15 09:10:59
ATT0000893,PAY0000465,GTW016,2,Failed,Network Error,2024-02-18 04:22:18,2024-02-18 04:22:33
ATT0000894,PAY0001267,GTW006,3,Success,,2024-07-05 05:53:45,2024-07-05 05:53:50
ATT0000895,PAY0000331,GTW008,1,Success,,2024-11-20 18:08:28,2024-11-20 18:08:37
ATT0000896,PAY0000758,GTW006,1,Success,,2024-02-05 21:20:22,2024-02-05 21:20:27
ATT0000897,PAY0000764,GTW015,3,Failed,Bank Declined,2025-06-30 09:07:58,2025-06-30 09:07:59
ATT0000898,PAY0001023,GTW005,2,Failed,Card Expired,2024-06-08 00:47:34,2024-06-08 00:47:51
ATT0000899,PAY0001326,GTW010,2,Failed,Daily Limit Exceeded,2025-08-10 21:09:51,2025-08-10 21:10:10
ATT0000900,PAY0000694,GTW004,3,Success,,2024-02-11 04:43:35,2024-02-11 04:43:39
ATT0000901,PAY0000631,GTW001,2,Success,,2024-08-13 14:22:05,2024-08-13 14:22:16
ATT0000902,PAY0000113,GTW020,3,Success,,2025-06-23 07:50:59,2025-06-23 07:51:08
ATT0000903,PAY0000401,GTW001,1,Success,,2025-04-01 21:42:05,2025-04-01 21:42:22
ATT0000904,PAY0000808,GTW007,2,Success,,2025-09-11 16:03:58,2025-09-11 16:04:10
ATT0000905,PAY0000815,GTW005,3,Failed,Card Expired,2025-01-13 12:23:00,2025-01-13 12:23:10
ATT0000906,PAY0000720,GTW010,2,Failed,Bank Declined,2024-03-30 06:46:56,2024-03-30 06:47:11
ATT0000907,PAY0000907,GTW010,1,Failed,Customer Cancelled,2025-03-10 23:57:26,2025-03-10 23:57:31
ATT0000908,PAY0001225,GTW003,1,Success,,2025-05-01 16:21:04,2025-05-01 16:21:23
ATT0000909,PAY0000770,GTW003,1,Success,,2024-10-06 13:11:35,2024-10-06 13:11:50
ATT0000910,PAY0001455,GTW019,1,Success,,2025-01-25 09:35:31,2025-01-25 09:35:33
ATT0000911,PAY0000619,GTW019,2,Success,,2025-04-19 07:01:50,2025-04-19 07:01:51
ATT0000912,PAY0000316,GTW009,2,Failed,Bank Declined,2025-10-13 15:07:41,2025-10-13 15:07:51
ATT0000913,PAY0000368,GTW016,3,Success,,2024-01-30 03:48:17,2024-01-30 03:48:33
ATT0000914,PAY0000137,GTW020,3,Success,,2025-05-07 18:27:55,2025-05-07 18:28:04
ATT0000915,PAY0001287,GTW016,3,Failed,Invalid OTP,2025-01-17 16:46:36,2025-01-17 16:46:37
ATT0000916,PAY0000334,GTW019,1,Success,,2025-04-17 22:08:22,2025-04-17 22:08:28
ATT0000917,PAY0000109,GTW009,2,Success,,2024-12-30 01:18:18,2024-12-30 01:18:35
ATT0000918,PAY0001309,GTW003,3,Success,,2025-10-05 05:48:06,2025-10-05 05:48:26
ATT0000919,PAY0000343,GTW018,2,Failed,Bank Timeout,2024-11-04 08:43:44,2024-11-04 08:43:56
ATT0000920,PAY0001095,GTW019,2,Failed,Daily Limit Exceeded,2024-01-14 04:33:18,2024-01-14 04:33:30
ATT0000921,PAY0000844,GTW011,1,Success,,2024-06-07 16:14:53,2024-06-07 16:15:00
ATT0000922,PAY0001145,GTW020,3,Failed,Bank Declined,2025-06-22 17:45:35,2025-06-22 17:45:39
ATT0000923,PAY0000944,GTW003,1,Failed,Network Error,2024-01-18 15:22:19,2024-01-18 15:22:31
ATT0000924,PAY0000906,GTW020,3,Success,,2024-12-16 05:45:19,2024-12-16 05:45:20
ATT0000925,PAY0000243,GTW008,1,Failed,UPI Timeout,2024-05-25 22:14:19,2024-05-25 22:14:24
ATT0000926,PAY0000267,GTW003,2,Success,,2024-04-24 02:01:49,2024-04-24 02:02:05
ATT0000927,PAY0000884,GTW002,1,Success,,2025-11-06 16:37:03,2025-11-06 16:37:19
ATT0000928,PAY0000244,GTW009,1,Success,,2025-11-14 00:48:06,2025-11-14 00:48:10
ATT0000929,PAY0001233,GTW007,3,Failed,Network Error,2024-07-08 21:22:01,2024-07-08 21:22:04
ATT0000930,PAY0000569,GTW019,2,Success,,2025-05-27 23:39:15,2025-05-27 23:39:32
ATT0000931,PAY0001168,GTW003,1,Failed,Invalid OTP,2024-01-15 16:13:45,2024-01-15 16:13:52
ATT0000932,PAY0000352,GTW018,1,Failed,Card Expired,2024-04-11 06:58:32,2024-04-11 06:58:48
ATT0000933,PAY0001430,GTW019,1,Success,,2024-04-19 05:53:22,2024-04-19 05:53:35
ATT0000934,PAY0000869,GTW007,3,Success,,2024-04-25 10:07:29,2024-04-25 10:07:33
ATT0000935,PAY0001065,GTW005,2,Success,,2024-10-22 17:46:02,2024-10-22 17:46:05
ATT0000936,PAY0000672,GTW016,1,Success,,2025-04-12 19:47:19,2025-04-12 19:47:34
ATT0000937,PAY0000463,GTW018,2,Success,,2025-03-14 06:54:04,2025-03-14 06:54:20
ATT0000938,PAY0001391,GTW012,1,Success,,2025-11-21 15:43:06,2025-11-21 15:43:19
ATT0000939,PAY0000898,GTW017,3,Success,,2024-05-02 04:25:25,2024-05-02 04:25:44
ATT0000940,PAY0000209,GTW006,1,Success,,2024-07-22 10:12:38,2024-07-22 10:12:51
ATT0000941,PAY0000252,GTW008,2,Success,,2024-10-12 22:49:37,2024-10-12 22:49:56
ATT0000942,PAY0000560,GTW013,2,Success,,2025-09-09 12:31:32,2025-09-09 12:31:41
ATT0000943,PAY0000302,GTW015,1,Success,,2025-05-16 15:14:40,2025-05-16 15:14:45
ATT0000944,PAY0000061,GTW004,3,Success,,2024-03-10 15:43:01,2024-03-10 15:43:07
ATT0000945,PAY0000784,GTW020,3,Success,,2024-11-06 19:39:06,2024-11-06 19:39:09
ATT0000946,PAY0001354,GTW017,2,Success,,2024-07-25 09:42:31,2024-07-25 09:42:47
ATT0000947,PAY0001034,GTW009,3,Success,,2025-07-07 17:01:48,2025-07-07 17:01:50
ATT0000948,PAY0000882,GTW004,2,Success,,2025-01-20 14:29:02,2025-01-20 14:29:04
ATT0000949,PAY0000363,GTW018,3,Failed,Network Error,2024-11-06 22:10:31,2024-11-06 22:10:45
ATT0000950,PAY0000640,GTW013,2,Success,,2025-08-05 21:31:42,2025-08-05 21:32:00
ATT0000951,PAY0001404,GTW018,3,Success,,2025-07-29 05:32:03,2025-07-29 05:32:16
ATT0000952,PAY0000540,GTW016,3,Failed,Card Expired,2025-09-23 21:22:49,2025-09-23 21:22:59
ATT0000953,PAY0000126,GTW001,3,Success,,2025-01-10 11:51:47,2025-01-10 11:52:06
ATT0000954,PAY0000056,GTW011,2,Success,,2024-12-19 11:26:22,2024-12-19 11:26:24
ATT0000955,PAY0001355,GTW008,1,Success,,2024-11-15 18:05:58,2024-11-15 18:06:01
ATT0000956,PAY0000625,GTW004,2,Success,,2025-07-05 10:02:29,2025-07-05 10:02:43
ATT0000957,PAY0001164,GTW017,2,Success,,2025-04-25 18:01:20,2025-04-25 18:01:33
ATT0000958,PAY0001169,GTW013,2,Success,,2025-05-15 03:44:43,2025-05-15 03:44:50
ATT0000959,PAY0000689,GTW016,3,Failed,Card Expired,2025-11-14 10:10:39,2025-11-14 10:10:49
ATT0000960,PAY0000893,GTW007,2,Success,,2024-03-18 17:13:18,2024-03-18 17:13:27
ATT0000961,PAY0000098,GTW010,3,Success,,2024-08-19 19:47:05,2024-08-19 19:47:24
ATT0000962,PAY0000195,GTW019,2,Success,,2025-08-03 16:30:27,2025-08-03 16:30:34
ATT0000963,PAY0000712,GTW003,3,Failed,Card Expired,2025-05-31 09:27:42,2025-05-31 09:28:00
ATT0000964,PAY0000410,GTW014,2,Success,,2025-06-11 14:42:48,2025-06-11 14:43:06
ATT0000965,PAY0000370,GTW001,3,Success,,2024-07-10 18:31:13,2024-07-10 18:31:28
ATT0000966,PAY0000549,GTW018,3,Failed,Fraud Check Failed,2025-03-20 18:46:40,2025-03-20 18:46:42
ATT0000967,PAY0000411,GTW012,2,Success,,2024-06-03 23:43:48,2024-06-03 23:43:58
ATT0000968,PAY0000892,GTW014,2,Failed,Invalid OTP,2024-03-06 20:13:54,2024-03-06 20:14:08
ATT0000969,PAY0000588,GTW006,2,Success,,2024-08-29 12:15:07,2024-08-29 12:15:12
ATT0000970,PAY0000394,GTW001,1,Success,,2024-11-13 14:31:35,2024-11-13 14:31:49
ATT0000971,PAY0000865,GTW002,1,Success,,2024-05-19 00:16:50,2024-05-19 00:16:59
ATT0000972,PAY0001349,GTW018,1,Success,,2024-02-13 23:31:50,2024-02-13 23:31:51
ATT0000973,PAY0000114,GTW003,2,Success,,2024-03-06 13:57:23,2024-03-06 13:57:26
ATT0000974,PAY0000813,GTW005,1,Success,,2025-05-27 03:33:42,2025-05-27 03:34:01
ATT0000975,PAY0001076,GTW009,2,Failed,Card Expired,2024-08-31 19:07:49,2024-08-31 19:08:00
ATT0000976,PAY0001197,GTW013,3,Success,,2025-03-09 06:09:06,2025-03-09 06:09:12
ATT0000977,PAY0000439,GTW009,2,Success,,2025-08-26 01:31:34,2025-08-26 01:31:46
ATT0000978,PAY0001433,GTW004,2,Success,,2025-05-01 21:15:17,2025-05-01 21:15:22
ATT0000979,PAY0000744,GTW016,3,Success,,2024-11-11 00:41:57,2024-11-11 00:42:17
ATT0000980,PAY0000072,GTW002,3,Failed,Invalid OTP,2025-11-18 07:16:35,2025-11-18 07:16:48
ATT0000981,PAY0001309,GTW012,3,Success,,2024-08-30 14:24:00,2024-08-30 14:24:13
ATT0000982,PAY0000524,GTW010,1,Failed,Daily Limit Exceeded,2024-08-29 09:13:55,2024-08-29 09:14:01
ATT0000983,PAY0001294,GTW011,3,Success,,2024-02-04 08:55:05,2024-02-04 08:55:21
ATT0000984,PAY0000965,GTW014,2,Success,,2024-04-12 05:44:16,2024-04-12 05:44:33
ATT0000985,PAY0000136,GTW012,2,Success,,2025-07-14 23:20:29,2025-07-14 23:20:30
ATT0000986,PAY0000107,GTW006,3,Success,,2025-10-18 04:00:25,2025-10-18 04:00:32
ATT0000987,PAY0001287,GTW010,2,Success,,2024-04-23 05:15:33,2024-04-23 05:15:38
ATT0000988,PAY0001217,GTW014,2,Success,,2024-05-16 08:11:43,2024-05-16 08:12:02
ATT0000989,PAY0000671,GTW010,1,Success,,2025-01-11 05:25:56,2025-01-11 05:26:09
ATT0000990,PAY0001169,GTW008,1,Failed,Bank Timeout,2025-07-25 20:39:40,2025-07-25 20:39:48
ATT0000991,PAY0000948,GTW007,2,Success,,2024-06-21 01:25:39,2024-06-21 01:25:53
ATT0000992,PAY0001230,GTW009,1,Success,,2025-01-11 05:36:07,2025-01-11 05:36:08
ATT0000993,PAY0001472,GTW017,2,Success,,2025-04-09 21:31:07,2025-04-09 21:31:15
ATT0000994,PAY0001462,GTW007,1,Failed,Network Error,2024-09-29 09:47:31,2024-09-29 09:47:44
ATT0000995,PAY0000884,GTW007,3,Success,,2024-10-16 23:43:12,2024-10-16 23:43:26
ATT0000996,PAY0000370,GTW014,1,Success,,2024-09-25 07:39:28,2024-09-25 07:39:36
ATT0000997,PAY0000758,GTW019,3,Success,,2024-03-28 00:30:08,2024-03-28 00:30:19
ATT0000998,PAY0001420,GTW013,3,Success,,2025-01-27 22:27:47,2025-01-27 22:28:07
ATT0000999,PAY0000525,GTW003,1,Success,,2024-02-23 10:59:15,2024-02-23 10:59:31
ATT0001000,PAY0000726,GTW020,3,Failed,Insufficient Funds,2025-09-04 22:47:51,2025-09-04 22:47:53
ATT0001001,PAY0000520,GTW017,3,Success,,2025-02-08 21:23:08,2025-02-08 21:23:26
ATT0001002,PAY0000085,GTW019,1,Success,,2025-05-30 15:59:21,2025-05-30 15:59:36
ATT0001003,PAY0000271,GTW003,2,Success,,2025-03-19 04:16:07,2025-03-19 04:16:18
ATT0001004,PAY0000091,GTW005,2,Failed,Invalid OTP,2024-10-14 23:23:59,2024-10-14 23:24:13
ATT0001005,PAY0000540,GTW020,2,Success,,2025-03-22 05:20:47,2025-03-22 05:21:03
ATT0001006,PAY0000310,GTW018,3,Success,,2025-03-26 01:12:09,2025-03-26 01:12:11
ATT0001007,PAY0000471,GTW006,1,Success,,2024-06-16 22:29:27,2024-06-16 22:29:31
ATT0001008,PAY0001014,GTW002,2,Success,,2025-07-28 15:29:31,2025-07-28 15:29:35
ATT0001009,PAY0001475,GTW005,1,Success,,2024-07-27 09:11:53,2024-07-27 09:11:59
ATT0001010,PAY0001042,GTW009,3,Failed,Customer Cancelled,2025-08-22 06:37:00,2025-08-22 06:37:17
ATT0001011,PAY0000370,GTW014,1,Success,,2025-05-25 21:06:56,2025-05-25 21:07:07
ATT0001012,PAY0000054,GTW010,3,Failed,Card Expired,2024-05-04 12:23:37,2024-05-04 12:23:41
ATT0001013,PAY0000315,GTW001,1,Success,,2025-11-06 15:29:40,2025-11-06 15:29:49
ATT0001014,PAY0001217,GTW001,2,Failed,Network Error,2025-11-02 19:28:20,2025-11-02 19:28:39
ATT0001015,PAY0000433,GTW002,3,Success,,2024-02-26 23:04:35,2024-02-26 23:04:55
ATT0001016,PAY0000782,GTW003,2,Success,,2024-09-02 12:05:01,2024-09-02 12:05:08
ATT0001017,PAY0000334,GTW013,2,Success,,2025-10-31 04:07:19,2025-10-31 04:07:35
ATT0001018,PAY0000886,GTW010,3,Success,,2025-01-02 21:06:53,2025-01-02 21:07:05
ATT0001019,PAY0001050,GTW007,2,Success,,2025-02-01 15:17:36,2025-02-01 15:17:56
ATT0001020,PAY0000867,GTW003,2,Failed,Bank Timeout,2025-09-20 05:27:40,2025-09-20 05:27:54
ATT0001021,PAY0000083,GTW017,2,Failed,Daily Limit Exceeded,2025-11-23 07:41:43,2025-11-23 07:41:48
ATT0001022,PAY0001080,GTW017,1,Success,,2025-03-23 02:58:51,2025-03-23 02:59:07
ATT0001023,PAY0000616,GTW005,1,Success,,2024-11-03 07:33:27,2024-11-03 07:33:37
ATT0001024,PAY0001165,GTW002,3,Success,,2024-02-16 16:06:32,2024-02-16 16:06:46
ATT0001025,PAY0000846,GTW004,2,Success,,2025-08-05 08:22:16,2025-08-05 08:22:35
ATT0001026,PAY0000168,GTW017,1,Success,,2025-11-08 14:11:50,2025-11-08 14:11:56
ATT0001027,PAY0000805,GTW002,1,Success,,2024-10-31 10:37:46,2024-10-31 10:38:01
ATT0001028,PAY0001373,GTW015,3,Failed,Customer Cancelled,2024-12-15 05:13:11,2024-12-15 05:13:14
ATT0001029,PAY0000532,GTW004,2,Success,,2024-01-06 12:07:00,2024-01-06 12:07:06
ATT0001030,PAY0001344,GTW016,2,Success,,2025-11-04 23:38:46,2025-11-04 23:39:02
ATT0001031,PAY0000621,GTW020,3,Success,,2025-11-20 22:43:25,2025-11-20 22:43:35
ATT0001032,PAY0000180,GTW005,1,Success,,2024-04-24 00:44:12,2024-04-24 00:44:13
ATT0001033,PAY0000429,GTW016,3,Success,,2024-09-04 13:53:40,2024-09-04 13:53:58
ATT0001034,PAY0000391,GTW003,2,Success,,2024-05-31 15:27:01,2024-05-31 15:27:05
ATT0001035,PAY0000341,GTW005,3,Success,,2025-05-11 15:01:55,2025-05-11 15:02:10
ATT0001036,PAY0001199,GTW008,1,Success,,2025-02-05 01:21:00,2025-02-05 01:21:04
ATT0001037,PAY0001292,GTW014,2,Failed,Insufficient Funds,2025-08-15 19:46:35,2025-08-15 19:46:45
ATT0001038,PAY0000999,GTW013,2,Success,,2025-09-18 21:57:52,2025-09-18 21:58:08
ATT0001039,PAY0000475,GTW002,3,Success,,2025-08-13 10:35:04,2025-08-13 10:35:13
ATT0001040,PAY0001328,GTW014,2,Success,,2025-09-29 20:22:28,2025-09-29 20:22:42
ATT0001041,PAY0000043,GTW006,2,Success,,2025-04-25 11:28:14,2025-04-25 11:28:31
ATT0001042,PAY0000450,GTW019,3,Success,,2025-09-08 22:42:29,2025-09-08 22:42:34
ATT0001043,PAY0000601,GTW013,2,Failed,Network Error,2025-11-20 20:47:23,2025-11-20 20:47:39
ATT0001044,PAY0001274,GTW007,2,Success,,2024-03-29 21:30:08,2024-03-29 21:30:14
ATT0001045,PAY0000409,GTW006,3,Success,,2025-03-01 15:19:15,2025-03-01 15:19:22
ATT0001046,PAY0001141,GTW002,1,Success,,2024-09-24 11:43:10,2024-09-24 11:43:16
ATT0001047,PAY0001032,GTW002,1,Success,,2024-04-26 19:14:07,2024-04-26 19:14:25
ATT0001048,PAY0000459,GTW016,2,Failed,Invalid OTP,2024-12-29 01:49:56,2024-12-29 01:50:14
ATT0001049,PAY0000310,GTW017,3,Success,,2024-02-21 14:51:29,2024-02-21 14:51:33
ATT0001050,PAY0000217,GTW020,3,Success,,2024-04-14 17:02:32,2024-04-14 17:02:36
ATT0001051,PAY0000343,GTW004,1,Failed,Fraud Check Failed,2024-06-09 23:18:45,2024-06-09 23:19:00
ATT0001052,PAY0001021,GTW004,1,Success,,2024-12-08 04:07:54,2024-12-08 04:08:01
ATT0001053,PAY0000900,GTW014,1,Success,,2025-04-30 10:18:32,2025-04-30 10:18:38
ATT0001054,PAY0000175,GTW009,2,Success,,2025-02-28 11:40:42,2025-02-28 11:40:50
ATT0001055,PAY0000311,GTW017,2,Success,,2024-05-21 13:26:58,2024-05-21 13:27:12
ATT0001056,PAY0000940,GTW017,3,Success,,2024-01-31 14:09:49,2024-01-31 14:09:50
ATT0001057,PAY0001470,GTW017,1,Success,,2024-11-18 12:49:10,2024-11-18 12:49:24
ATT0001058,PAY0000126,GTW013,1,Success,,2025-10-18 04:57:36,2025-10-18 04:57:38
ATT0001059,PAY0001294,GTW017,2,Success,,2025-11-28 22:35:55,2025-11-28 22:36:05
ATT0001060,PAY0001478,GTW011,2,Success,,2024-10-13 16:39:58,2024-10-13 16:40:03
ATT0001061,PAY0001435,GTW013,2,Success,,2025-07-11 19:50:39,2025-07-11 19:50:54
ATT0001062,PAY0001429,GTW012,3,Success,,2024-07-21 09:05:02,2024-07-21 09:05:20
ATT0001063,PAY0000686,GTW013,3,Success,,2024-05-09 16:34:18,2024-05-09 16:34:25
